Features:; Ratha1995MinutiaeExtractor_Ratha1995OrImgExtractor.qyw
Average match time(ms):; 11,50938
EER(%):; 37,996
FMR100(%):; 71,429
FMR1000(%):; 76,071
ZeroFmr(%):; 76,071
Matcher:;MQYW
0,2778;0,4679;0,2023
0,2778;0,4643;0,1988
0,3056;0,4643;0,1984
0,3056;0,4571;0,1983
0,3083;0,4571;0,1923
0,3083;0,4357;0,1904
0,3139;0,4357;0,1893
0,3139;0,4321;0,1891
0,3250;0,4321;0,1885
0,3250;0,4286;0,1863
0,3306;0,4286;0,1860
0,3306;0,4250;0,1859
0,3389;0,4250;0,1839
0,3389;0,4214;0,1839
0,3472;0,4214;0,1823
0,3472;0,4179;0,1809
0,3528;0,4179;0,1801
0,3528;0,4071;0,1783
0,3583;0,4071;0,1771
0,3583;0,4036;0,1771
0,3639;0,4036;0,1752
0,3639;0,4000;0,1743
0,3667;0,4000;0,1742
0,3667;0,3929;0,1729
0,3694;0,3929;0,1725
0,3694;0,3857;0,1710
0,3778;0,3857;0,1693
0,3778;0,3821;0,1693
0,3833;0,3821;0,1679
0,3833;0,3679;0,1656
0,3889;0,3679;0,1655
0,3889;0,3643;0,1655
0,4000;0,3643;0,1653
0,4000;0,3607;0,1651
0,4083;0,3607;0,1606
0,4083;0,3571;0,1605
0,4139;0,3571;0,1591
0,4139;0,3536;0,1590
0,4194;0,3536;0,1587
0,4194;0,3464;0,1567
0,4222;0,3464;0,1566
0,4222;0,3429;0,1551
0,4278;0,3429;0,1530
0,4278;0,3393;0,1528
0,4722;0,3393;0,1472
0,4722;0,3321;0,1471
0,4750;0,3321;0,1471
0,4750;0,3214;0,1460
0,4778;0,3214;0,1460
0,4778;0,3143;0,1423
0,4833;0,3143;0,1420
0,4833;0,3107;0,1419
0,4861;0,3107;0,1419
0,4861;0,3071;0,1418
0,4944;0,3071;0,1388
0,4944;0,3036;0,1383
0,5028;0,3036;0,1369
0,5028;0,3000;0,1355
0,5056;0,3000;0,1355
0,5056;0,2929;0,1353
0,5083;0,2929;0,1351
0,5083;0,2857;0,1341
0,5111;0,2857;0,1340
0,5111;0,2821;0,1338
0,5139;0,2821;0,1331
0,5139;0,2679;0,1322
0,5167;0,2679;0,1321
0,5167;0,2643;0,1314
0,5278;0,2643;0,1306
0,5278;0,2607;0,1299
0,5306;0,2607;0,1294
0,5306;0,2536;0,1285
0,5361;0,2536;0,1267
0,5361;0,2357;0,1242
0,5611;0,2357;0,1239
0,5611;0,2321;0,1220
0,5639;0,2321;0,1219
0,5639;0,2286;0,1207
0,5694;0,2286;0,1193
0,5694;0,2179;0,1180
0,5944;0,2179;0,1165
0,5944;0,2143;0,1156
0,6028;0,2143;0,1146
0,6028;0,2107;0,1135
0,6667;0,2107;0,1045
0,6667;0,2071;0,1044
0,6694;0,2071;0,1044
0,6694;0,2036;0,1040
0,6750;0,2036;0,1035
0,6750;0,2000;0,1028
0,6806;0,2000;0,1026
0,6806;0,1964;0,1018
0,6833;0,1964;0,1017
0,6833;0,1893;0,1015
0,6917;0,1893;0,1009
0,6917;0,1857;0,1009
0,7028;0,1857;0,0991
0,7028;0,1821;0,0991
0,7278;0,1821;0,0971
0,7278;0,1786;0,0967
0,7583;0,1786;0,0915
0,7583;0,1750;0,0915
0,7611;0,1750;0,0912
0,7611;0,1714;0,0904
0,7833;0,1714;0,0880
0,7833;0,1679;0,0864
0,8000;0,1679;0,0855
0,8000;0,1607;0,0839
0,8028;0,1607;0,0834
0,8028;0,1571;0,0829
0,8111;0,1571;0,0819
0,8111;0,1500;0,0809
0,8139;0,1500;0,0805
0,8139;0,1464;0,0805
0,8194;0,1464;0,0804
0,8194;0,1393;0,0794
0,8222;0,1393;0,0793
0,8222;0,1357;0,0783
0,8250;0,1357;0,0773
0,8250;0,1286;0,0762
0,8361;0,1286;0,0738
0,8361;0,1107;0,0722
0,8417;0,1107;0,0711
0,8417;0,1071;0,0711
0,8472;0,1071;0,0710
0,8472;0,1036;0,0710
0,8500;0,1036;0,0709
0,8500;0,1000;0,0693
0,8528;0,1000;0,0693
0,8528;0,0929;0,0690
0,8639;0,0929;0,0663
0,8639;0,0821;0,0662
0,8667;0,0821;0,0661
0,8667;0,0786;0,0653
0,8694;0,0786;0,0647
0,8694;0,0750;0,0636
0,8806;0,0750;0,0621
0,8806;0,0714;0,0620
0,8944;0,0714;0,0602
0,8944;0,0679;0,0601
0,9028;0,0679;0,0585
0,9028;0,0607;0,0584
0,9083;0,0607;0,0572
0,9083;0,0571;0,0567
0,9139;0,0571;0,0542
0,9139;0,0536;0,0540
0,9361;0,0536;0,0452
0,9361;0,0500;0,0420
1,0000;0,0500;0,0000
1,0000;0,0000;0,0000
1,0000;0,0000;0,0000
1,0000;0,0000;0,0000
