EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;;;
28,75;0;0,575;40;6;40;;;;;;;;;
28,75;0;0,575;40;6;50;;;;;;;;;
28,8889;0;0,577777778;40;6;30;;;;;;;;;
29,0278;0;0,580555556;30;6;10;;;;;;;;;
29,7222;0;0,594444444;40;6;20;;;;;;;;;
31,25;0;0,625;40;4;60;;;;;;;;;
31,3889;0;0,627777778;40;4;50;;;;;;;;;
31,3889;0;0,627777778;50;10;60;;;;;;;;;
31,5278;0;0,630555556;40;4;40;;;;;;;;;
31,5278;0;0,630555556;50;10;50;;;;;;;;;
31,6667;0;0,633333333;30;4;10;;;;;;;;;
31,8056;0;0,636111111;40;4;30;;;;;;;;;
31,8056;0;0,636111111;50;10;40;;;;;;;;;
31,9444;0;0,638888889;50;10;30;;;;;;;;;
32,0833;0;0,641666667;50;8;60;;;;;;;;;
32,2222;0;0,644444444;50;8;50;;;;;;;;;
32,3611;0;0,647222222;50;8;40;;;;;;;;;
32,6389;0;0,652777778;40;4;20;;;;;;;;;
32,6389;0;0,652777778;50;8;30;;;;;;;;;
33,0556;0;0,661111111;40;10;10;;;;;;;;;
33,3333;0;0,666666667;50;10;20;;;;;;;;;
33,4722;0;0,669444444;50;6;40;;;;;;;;;
33,4722;0;0,669444444;50;6;50;;;;;;;;;
33,4722;0;0,669444444;50;6;60;;;;;;;;;
33,6111;0;0,672222222;50;6;30;;;;;;;;;
33,75;0;0,675;40;8;10;;;;;;;;;
33,75;0;0,675;50;8;20;;;;;;;;;
34,3056;0;0,686111111;40;6;10;;;;;;;;;
34,5833;0;0,691666667;50;6;20;;;;;;;;;
35,5556;0;0,711111111;40;4;10;;;;;;;;;
35,8333;0;0,716666667;50;4;60;;;;;;;;;
35,9722;0;0,719444444;50;4;50;;;;;;;;;
36,25;0;0,725;50;4;40;;;;;;;;;
36,3889;0;0,727777778;60;10;50;;;;;;;;;
36,3889;0;0,727777778;60;10;60;;;;;;;;;
36,5278;0;0,730555556;50;4;30;;;;;;;;;
36,5278;0;0,730555556;60;10;30;;;;;;;;;
36,5278;0;0,730555556;60;10;40;;;;;;;;;
36,6667;0;0,733333333;60;8;50;;;;;;;;;
36,6667;0;0,733333333;60;8;60;;;;;;;;;
36,8056;0;0,736111111;50;4;20;;;;;;;;;
36,8056;0;0,736111111;60;8;40;;;;;;;;;
36,9444;0;0,738888889;60;8;30;;;;;;;;;
37,0833;0;0,741666667;50;10;10;;;;;;;;;
37,0833;0;0,741666667;60;10;20;;;;;;;;;
37,2222;0;0,744444444;60;6;50;;;;;;;;;
37,2222;0;0,744444444;60;6;60;;;;;;;;;
37,3611;0;0,747222222;50;8;10;;;;;;;;;
37,3611;0;0,747222222;60;8;20;;;;;;;;;
37,3611;0;0,747222222;60;6;30;;;;;;;;;
37,3611;0;0,747222222;60;6;40;;;;;;;;;
37,5;0;0,75;50;6;10;;;;;;;;;
37,5;0;0,75;60;6;20;;;;;;;;;
37,9167;0;0,758333333;60;4;30;;;;;;;;;
37,9167;0;0,758333333;60;4;40;;;;;;;;;
37,9167;0;0,758333333;60;4;50;;;;;;;;;
37,9167;0;0,758333333;60;4;60;;;;;;;;;
38,0556;0;0,761111111;50;4;10;;;;;;;;;
38,1944;0;0,763888889;60;4;20;;;;;;;;;
38,6111;0;0,772222222;60;10;10;;;;;;;;;
38,75;0;0,775;60;4;10;;;;;;;;;
38,75;0;0,775;60;6;10;;;;;;;;;
38,75;0;0,775;60;8;10;;;;;;;;;
11,5278;0,002777778;0,227777778;20;10;30;;;;;;;;;
12,0833;0,002777778;0,238888889;20;8;30;;;;;;;;;
12,0833;0,002777778;0,238888889;20;6;50;;;;;;;;;
12,0833;0,002777778;0,238888889;20;6;60;;;;;;;;;
12,5;0,002777778;0,247222222;20;6;40;;;;;;;;;
13,0556;0,002777778;0,258333333;20;6;30;;;;;;;;;
10,5556;0,005555556;0,205555556;10;6;10;;;;;;;;;
10,8333;0,005555556;0,211111111;20;10;40;;;;;;;;;
11,6667;0,005555556;0,227777778;20;8;40;;;;;;;;;
12,0833;0,005555556;0,236111111;10;4;10;;;;;;;;;
8,75;0,008333333;0,166666667;10;4;20;;;;;;;;;
9,5833;0,008333333;0,183333333;10;8;10;;;;;;;;;
11,25;0,008333333;0,216666667;20;8;50;;;;;;;;;
11,1111;0,011111111;0,211111111;20;8;60;;;;;;;;;
8,8889;0,013888889;0,163888889;10;10;10;;;;;;;;;
10,1389;0,016666667;0,186111111;20;10;50;;;;;;;;;
9,8611;0,022222222;0,175;20;10;60;;;;;;;;;
7,6389;0,025;0,127777778;10;4;30;;;;;;;;;
8,4722;0,036111111;0,133333333;10;6;20;;;;;;;;;
8,3333;0,047222222;0,119444444;10;8;20;;;;;;;;;
8,1944;0,061111111;0,102777778;10;10;20;;;;;;;;;
9,1667;0,063888889;0,119444444;10;4;40;;;;;;;;;
8,75;0,077777778;0,097222222;10;6;30;;;;;;;;;
10,9722;0,108333333;0,111111111;10;4;50;;;;;;;;;
10,4167;0,125;0,083333333;10;8;30;;;;;;;;;
12,7778;0,152777778;0,102777778;10;4;60;;;;;;;;;
12,0833;0,166666667;0,075;10;10;30;;;;;;;;;
13,0556;0,172222222;0,088888889;10;6;40;;;;;;;;;
15,2778;0,222222222;0,083333333;10;8;40;;;;;;;;;
15,4167;0,230555556;0,077777778;10;6;50;;;;;;;;;
18,1944;0,294444444;0,069444444;10;6;60;;;;;;;;;
18,4722;0,297222222;0,072222222;10;10;40;;;;;;;;;
19,8611;0,325;0,072222222;10;8;50;;;;;;;;;
24,3056;0,427777778;0,058333333;10;10;50;;;;;;;;;
25;0,438888889;0,061111111;10;8;60;;;;;;;;;
30,2778;0,566666667;0,038888889;10;10;60;;;;;;;;;
Matches;total;103680;;;;;;;;;;;;
584;;;;;;;;;;;;;;
