EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;LAngTHR;MtiaCount;;;;;;;;;;;;
18,4722;0,013888889;0,355555556;0,02;12;50;12;50;8;;;;;;;;;;;;
20,9722;0,013888889;0,405555556;0,02;12;50;4;50;4;;;;;;;;;;;;
15,9722;0,016666667;0,302777778;0,04;12;50;8;50;4;;;;;;;;;;;;
16,3889;0,019444444;0,308333333;0,04;12;30;8;50;4;;;;;;;;;;;;
14,0278;0,022222222;0,258333333;0,03;12;50;12;30;4;;;;;;;;;;;;
15,5556;0,022222222;0,288888889;0,02;12;10;12;50;4;;;;;;;;;;;;
15,8333;0,022222222;0,294444444;0,02;12;30;8;30;4;;;;;;;;;;;;
12,9167;0,025;0,233333333;0,04;12;50;12;50;4;;;;;;;;;;;;
13,75;0,025;0,25;0,04;12;30;12;50;4;;;;;;;;;;;;
15,5556;0,027777778;0,283333333;0,03;12;30;8;50;4;;;;;;;;;;;;
15,8333;0,027777778;0,288888889;0,02;8;30;8;50;4;;;;;;;;;;;;
16,1111;0,027777778;0,294444444;0,02;12;50;8;30;4;;;;;;;;;;;;
15,8333;0,033333333;0,283333333;0,02;8;50;8;50;4;;;;;;;;;;;;
15,9722;0,036111111;0,283333333;0,03;12;50;8;50;4;;;;;;;;;;;;
15,1389;0,038888889;0,263888889;0,02;8;30;12;50;4;;;;;;;;;;;;
14,8611;0,044444444;0,252777778;0,02;8;50;12;50;4;;;;;;;;;;;;
13,1944;0,047222222;0,216666667;0,03;12;30;12;50;4;;;;;;;;;;;;
14,1667;0,058333333;0,225;0,02;12;30;12;30;4;;;;;;;;;;;;
14,3056;0,066666667;0,219444444;0,02;12;50;12;30;4;;;;;;;;;;;;
14,0278;0,072222222;0,208333333;0,03;12;50;12;50;4;;;;;;;;;;;;
16,25;0,075;0,25;0,02;12;30;8;50;4;;;;;;;;;;;;
17,5;0,102777778;0,247222222;0,02;12;50;8;50;4;;;;;;;;;;;;
16,8056;0,155555556;0,180555556;0,02;12;30;12;50;4;;;;;;;;;;;;
19,1667;0,2;0,183333333;0,02;12;50;12;50;4;;;;;;;;;;;;
Matches;total;524880;;;;;;;;;;;;;;;;;;
248;;;;;;;;;;;;;;;;;;;;
