EER;FMR;FNMR;THR;GDTHR;GAngTHR;LDTHR;LAngTHR;MtiaCount;;;;;;;;;;;;
6,3889;0,008333333;0,119444444;0,04;12;50;8;50;4;;;;;;;;;;;;
6,6667;0,008333333;0,125;0,04;12;30;8;50;4;;;;;;;;;;;;
7,0833;0,008333333;0,133333333;0,02;8;50;12;30;4;;;;;;;;;;;;
12,3611;0,008333333;0,238888889;0,02;12;30;4;50;4;;;;;;;;;;;;
5,9722;0,011111111;0,108333333;0,03;12;50;12;30;4;;;;;;;;;;;;
6,1111;0,011111111;0,111111111;0,03;12;30;12;30;4;;;;;;;;;;;;
7,0833;0,011111111;0,130555556;0,02;12;10;12;50;4;;;;;;;;;;;;
7,0833;0,013888889;0,127777778;0,02;8;30;8;50;4;;;;;;;;;;;;
12,5;0,013888889;0,236111111;0,02;12;50;4;50;4;;;;;;;;;;;;
5,9722;0,016666667;0,102777778;0,04;12;30;12;50;4;;;;;;;;;;;;
5,8333;0,019444444;0,097222222;0,04;12;50;12;50;4;;;;;;;;;;;;
5,9722;0,019444444;0,1;0,02;8;30;12;50;4;;;;;;;;;;;;
6,1111;0,019444444;0,102777778;0,03;12;30;8;50;4;;;;;;;;;;;;
5,4167;0,022222222;0,086111111;0,02;12;30;12;30;4;;;;;;;;;;;;
5,6944;0,022222222;0,091666667;0,03;12;50;8;50;4;;;;;;;;;;;;
7,0833;0,022222222;0,119444444;0,02;8;50;8;50;4;;;;;;;;;;;;
5,4167;0,025;0,083333333;0,02;12;50;12;30;4;;;;;;;;;;;;
5,8333;0,025;0,091666667;0,02;8;50;12;50;4;;;;;;;;;;;;
5,6944;0,030555556;0,083333333;0,03;12;30;12;50;4;;;;;;;;;;;;
5,6944;0,038888889;0,075;0,03;12;50;12;50;4;;;;;;;;;;;;
6,6667;0,05;0,083333333;0,02;12;30;8;50;4;;;;;;;;;;;;
6,3889;0,061111111;0,066666667;0,02;12;50;8;50;4;;;;;;;;;;;;
7,6389;0,077777778;0,075;0,02;12;30;12;50;4;;;;;;;;;;;;
8,3333;0,108333333;0,058333333;0,02;12;50;12;50;4;;;;;;;;;;;;
Matches;total;524880;;;;;;;;;;;;;;;;;;
270;;;;;;;;;;;;;;;;;;;;
