EER;FMR;FNMR;THR;GDTHR;GAngTHR;;;;;;;;
18,75;0,186111111;0,188888889;0,3;12;40;;;;;;;;
18,75;0,191666667;0,183333333;0,3;10;60;;;;;;;;
18,0556;0,208333333;0,152777778;0,1;8;10;;;;;;;;
20,1389;0,208333333;0,194444444;0,2;4;60;;;;;;;;
19,3056;0,230555556;0,155555556;0,2;8;30;;;;;;;;
19,3056;0,230555556;0,155555556;0,2;6;40;;;;;;;;
20;0,25;0,15;0,3;12;50;;;;;;;;
19,3056;0,255555556;0,130555556;0,1;10;10;;;;;;;;
19,3056;0,288888889;0,097222222;0,2;10;30;;;;;;;;
19,8611;0,288888889;0,108333333;0,1;12;10;;;;;;;;
21,3889;0,297222222;0,130555556;0,3;12;60;;;;;;;;
22,3611;0,322222222;0,125;0,2;6;50;;;;;;;;
23,3333;0,358333333;0,108333333;0,2;8;40;;;;;;;;
24,5833;0,358333333;0,133333333;0,1;4;20;;;;;;;;
25,1389;0,391666667;0,111111111;0,2;6;60;;;;;;;;
22,9167;0,394444444;0,063888889;0,2;12;30;;;;;;;;
25,2778;0,438888889;0,066666667;0,2;10;40;;;;;;;;
27,7778;0,469444444;0,086111111;0,2;8;50;;;;;;;;
28,4722;0,488888889;0,080555556;0,1;6;20;;;;;;;;
29,5833;0,538888889;0,052777778;0,2;12;40;;;;;;;;
30,5556;0,541666667;0,069444444;0,2;8;60;;;;;;;;
30,8333;0,547222222;0,069444444;0,1;4;30;;;;;;;;
30,6944;0,566666667;0,047222222;0,1;8;20;;;;;;;;
31,1111;0,566666667;0,055555556;0,2;10;50;;;;;;;;
33,3333;0,625;0,041666667;0,2;10;60;;;;;;;;
33,8889;0,641666667;0,036111111;0,1;10;20;;;;;;;;
34,0278;0,647222222;0,033333333;0,2;12;50;;;;;;;;
35,9722;0,669444444;0,05;0,1;4;40;;;;;;;;
36,6667;0,694444444;0,038888889;0,1;6;30;;;;;;;;
37,0833;0,713888889;0,027777778;0,1;12;20;;;;;;;;
38,4722;0,744444444;0,025;0,2;12;60;;;;;;;;
38,75;0,744444444;0,030555556;0,1;4;50;;;;;;;;
41,3889;0,805555556;0,022222222;0,1;8;30;;;;;;;;
41,6667;0,805555556;0,027777778;0,1;4;60;;;;;;;;
41,9444;0,819444444;0,019444444;0,1;6;40;;;;;;;;
43,3333;0,852777778;0,013888889;0,1;10;30;;;;;;;;
44,5833;0,880555556;0,011111111;0,1;6;50;;;;;;;;
45,5556;0,894444444;0,016666667;0,1;8;40;;;;;;;;
45,6944;0,905555556;0,008333333;0,1;10;40;;;;;;;;
45,8333;0,905555556;0,011111111;0,1;12;30;;;;;;;;
46,25;0,916666667;0,008333333;0,1;6;60;;;;;;;;
46,8056;0,930555556;0,005555556;0,1;12;40;;;;;;;;
47,0833;0,930555556;0,011111111;0,1;8;50;;;;;;;;
47,0833;0,938888889;0,002777778;0,1;10;50;;;;;;;;
47,9167;0,952777778;0,005555556;0,1;8;60;;;;;;;;
48,1944;0,961111111;0,002777778;0,1;12;50;;;;;;;;
48,3333;0,966666667;0;0,1;10;60;;;;;;;;
49,3056;0,986111111;0;0,1;12;60;;;;;;;;
Matches;total;129600;;;;;;;;;;;
1293;;;;;;;;;;;;;
