Features:; Ratha1995MinutiaeExtractor_Ratha1995OrImgExtractor.qyw
Average match time(ms):; 9,82031
EER(%):; 32,044
FMR100(%):; 67,857
FMR1000(%):; 77,500
ZeroFmr(%):; 77,500
Matcher:;QYW
0,3444;0,2964;0,2464
0,3444;0,2929;0,2437
0,3472;0,2929;0,2431
0,3472;0,2893;0,2429
0,3528;0,2893;0,2425
0,3528;0,2857;0,2423
0,3556;0,2857;0,2423
0,3556;0,2821;0,2419
0,3583;0,2821;0,2418
0,3583;0,2786;0,2414
0,3611;0,2786;0,2411
0,3611;0,2750;0,2410
0,3806;0,2750;0,2349
0,3806;0,2714;0,2349
0,3861;0,2714;0,2332
0,3861;0,2607;0,2321
0,3889;0,2607;0,2306
0,3889;0,2536;0,2290
0,3917;0,2536;0,2288
0,3917;0,2500;0,2287
0,3944;0,2500;0,2287
0,3944;0,2464;0,2283
0,4000;0,2464;0,2271
0,4000;0,2393;0,2265
0,4139;0,2393;0,2255
0,4139;0,2357;0,2255
0,4167;0,2357;0,2234
0,4167;0,2321;0,2234
0,4194;0,2321;0,2233
0,4194;0,2250;0,2228
0,4222;0,2250;0,2213
0,4222;0,2214;0,2211
0,4306;0,2214;0,2206
0,4306;0,2179;0,2206
0,4333;0,2179;0,2201
0,4333;0,2143;0,2163
0,4528;0,2143;0,2134
0,4528;0,2071;0,2127
0,4667;0,2071;0,2106
0,4667;0,2000;0,2088
0,4694;0,2000;0,2082
0,4694;0,1964;0,2066
0,4917;0,1964;0,2045
0,4917;0,1929;0,2040
0,5083;0,1929;0,2020
0,5083;0,1857;0,1987
0,5194;0,1857;0,1982
0,5194;0,1786;0,1980
0,5278;0,1786;0,1979
0,5278;0,1750;0,1979
0,5333;0,1750;0,1975
0,5333;0,1714;0,1963
0,5417;0,1714;0,1928
0,5417;0,1679;0,1926
0,5556;0,1679;0,1915
0,5556;0,1643;0,1912
0,5639;0,1643;0,1908
0,5639;0,1571;0,1901
0,5722;0,1571;0,1889
0,5722;0,1536;0,1888
0,5778;0,1536;0,1881
0,5778;0,1464;0,1838
0,5861;0,1464;0,1826
0,5861;0,1357;0,1805
0,5944;0,1357;0,1803
0,5944;0,1321;0,1801
0,6000;0,1321;0,1800
0,6000;0,1286;0,1799
0,6028;0,1286;0,1798
0,6028;0,1250;0,1786
0,6056;0,1250;0,1777
0,6056;0,1214;0,1777
0,6083;0,1214;0,1776
0,6083;0,1179;0,1772
0,6333;0,1179;0,1735
0,6333;0,1143;0,1733
0,6500;0,1143;0,1707
0,6500;0,1107;0,1701
0,6583;0,1107;0,1688
0,6583;0,0929;0,1626
0,6778;0,0929;0,1584
0,6778;0,0893;0,1567
0,6861;0,0893;0,1545
0,6861;0,0821;0,1528
0,6889;0,0821;0,1528
0,6889;0,0786;0,1526
0,7000;0,0786;0,1521
0,7000;0,0750;0,1521
0,7028;0,0750;0,1508
0,7028;0,0643;0,1500
0,7250;0,0643;0,1464
0,7250;0,0607;0,1458
0,7417;0,0607;0,1439
0,7417;0,0571;0,1420
0,7528;0,0571;0,1412
0,7528;0,0536;0,1410
0,7583;0,0536;0,1383
0,7583;0,0500;0,1380
0,7667;0,0500;0,1365
0,7667;0,0464;0,1351
0,7806;0,0464;0,1320
0,7806;0,0429;0,1320
0,8000;0,0429;0,1259
0,8000;0,0393;0,1239
0,8167;0,0393;0,1189
0,8167;0,0357;0,1188
0,8528;0,0357;0,1102
0,8528;0,0321;0,1100
0,8750;0,0321;0,1047
0,8750;0,0286;0,1042
0,8889;0,0286;0,1008
0,8889;0,0250;0,0994
0,9250;0,0250;0,0927
0,9250;0,0179;0,0884
0,9444;0,0179;0,0825
0,9444;0,0143;0,0766
0,9472;0,0143;0,0764
0,9472;0,0107;0,0764
0,9500;0,0107;0,0763
0,9500;0,0071;0,0743
0,9583;0,0071;0,0725
0,9583;0,0036;0,0707
0,9694;0,0036;0,0619
0,9694;0,0000;0,0583
1,0000;0,0000;0,0000
1,0000;0,0000;0,0000
1,0000;0,0000;0,0000
