Features:; Ratha1995MinutiaeExtractor_Ratha1995OrImgExtractor.qyw
Average match time(ms):; 45,02188
EER(%):; 21,369
FMR100(%):; 61,786
FMR1000(%):; 67,500
ZeroFmr(%):; 67,500
Matcher:;QYW
0,1583;0,2679;0,3218
0,1611;0,2679;0,3215
0,1611;0,2643;0,3204
0,1639;0,2643;0,3203
0,1639;0,2607;0,3190
0,1694;0,2607;0,3189
0,1694;0,2571;0,3189
0,1778;0,2571;0,3171
0,1778;0,2500;0,3169
0,1806;0,2500;0,3167
0,1806;0,2464;0,3162
0,1917;0,2464;0,3135
0,1917;0,2357;0,3091
0,1944;0,2357;0,3063
0,1944;0,2286;0,3049
0,2056;0,2286;0,3045
0,2056;0,2250;0,3015
0,2111;0,2250;0,3002
0,2111;0,2214;0,3002
0,2139;0,2214;0,3001
0,2139;0,2179;0,3000
0,2167;0,2179;0,2987
0,2167;0,2107;0,2967
0,2306;0,2107;0,2876
0,2306;0,2071;0,2865
0,2361;0,2071;0,2854
0,2361;0,2000;0,2833
0,2556;0,2000;0,2797
0,2556;0,1964;0,2785
0,2639;0,1964;0,2769
0,2639;0,1929;0,2750
0,2667;0,1929;0,2746
0,2667;0,1893;0,2743
0,2778;0,1893;0,2703
0,2778;0,1857;0,2676
0,2806;0,1857;0,2668
0,2806;0,1821;0,2666
0,2861;0,1821;0,2663
0,2861;0,1786;0,2648
0,2972;0,1786;0,2609
0,2972;0,1750;0,2599
0,3000;0,1750;0,2584
0,3000;0,1679;0,2575
0,3028;0,1679;0,2574
0,3028;0,1643;0,2568
0,3306;0,1643;0,2511
0,3306;0,1571;0,2482
0,3611;0,1571;0,2436
0,3611;0,1536;0,2432
0,3667;0,1536;0,2417
0,3667;0,1500;0,2415
0,3694;0,1500;0,2415
0,3694;0,1429;0,2400
0,3806;0,1429;0,2366
0,3806;0,1393;0,2359
0,4083;0,1393;0,2317
0,4083;0,1321;0,2288
0,4194;0,1321;0,2264
0,4194;0,1286;0,2263
0,4278;0,1286;0,2247
0,4278;0,1250;0,2242
0,4306;0,1250;0,2238
0,4306;0,1214;0,2236
0,4361;0,1214;0,2227
0,4361;0,1179;0,2225
0,4417;0,1179;0,2209
0,4417;0,1143;0,2204
0,4583;0,1143;0,2181
0,4583;0,1107;0,2177
0,5000;0,1107;0,2086
0,5000;0,1071;0,2077
0,5083;0,1071;0,2065
0,5083;0,1036;0,2063
0,5194;0,1036;0,2052
0,5194;0,0964;0,2033
0,5389;0,0964;0,2000
0,5389;0,0929;0,1988
0,5500;0,0929;0,1981
0,5500;0,0893;0,1981
0,5722;0,0893;0,1927
0,5722;0,0821;0,1918
0,5972;0,0821;0,1857
0,5972;0,0786;0,1855
0,6222;0,0786;0,1818
0,6222;0,0750;0,1804
0,6306;0,0750;0,1799
0,6306;0,0714;0,1787
0,6361;0,0714;0,1782
0,6361;0,0643;0,1772
0,6472;0,0643;0,1749
0,6472;0,0607;0,1747
0,7500;0,0607;0,1525
0,7500;0,0571;0,1524
0,7917;0,0571;0,1453
0,7917;0,0536;0,1444
0,8139;0,0536;0,1392
0,8139;0,0464;0,1379
0,8333;0,0464;0,1338
0,8333;0,0393;0,1321
0,8528;0,0393;0,1286
0,8528;0,0357;0,1279
0,8611;0,0357;0,1258
0,8611;0,0321;0,1239
0,8694;0,0321;0,1198
0,8694;0,0286;0,1190
0,8750;0,0286;0,1166
0,8750;0,0250;0,1166
0,9306;0,0250;0,0947
0,9306;0,0214;0,0928
0,9333;0,0214;0,0923
0,9333;0,0179;0,0901
0,9528;0,0179;0,0833
0,9528;0,0143;0,0738
0,9556;0,0143;0,0709
0,9556;0,0071;0,0685
0,9583;0,0071;0,0682
0,9583;0,0036;0,0661
0,9833;0,0036;0,0343
0,9833;0,0000;0,0332
1,0000;0,0000;0,0000
1,0000;0,0000;0,0000
1,0000;0,0000;0,0000
