Features:; Ratha1995MinutiaeExtractor_Ratha1995OrImgExtractor.qyw
Average match time(ms):; 14,78125
EER(%):; 26,548
FMR100(%):; 62,143
FMR1000(%):; 64,643
ZeroFmr(%):; 64,643
Matcher:;QYW
0,1583;0,3607;0,3237
0,1694;0,3607;0,3224
0,1694;0,3571;0,3209
0,1778;0,3571;0,3192
0,1778;0,3536;0,3180
0,1833;0,3536;0,3172
0,1833;0,3464;0,3163
0,1861;0,3464;0,3157
0,1861;0,3357;0,3146
0,1889;0,3357;0,3146
0,1889;0,3286;0,3142
0,1917;0,3286;0,3139
0,1917;0,3179;0,3124
0,1972;0,3179;0,3105
0,1972;0,3107;0,3100
0,2000;0,3107;0,3098
0,2000;0,3071;0,3092
0,2111;0,3071;0,3072
0,2111;0,3036;0,3072
0,2167;0,3036;0,3058
0,2167;0,2964;0,3050
0,2250;0,2964;0,3047
0,2250;0,2929;0,3045
0,2389;0,2929;0,2997
0,2389;0,2893;0,2991
0,2444;0,2893;0,2975
0,2444;0,2857;0,2974
0,2472;0,2857;0,2971
0,2472;0,2821;0,2967
0,2528;0,2821;0,2951
0,2528;0,2786;0,2947
0,2556;0,2786;0,2947
0,2556;0,2750;0,2947
0,2611;0,2750;0,2902
0,2611;0,2714;0,2902
0,2667;0,2714;0,2897
0,2667;0,2643;0,2892
0,2694;0,2643;0,2891
0,2694;0,2607;0,2886
0,2778;0,2607;0,2873
0,2778;0,2536;0,2870
0,2806;0,2536;0,2867
0,2806;0,2500;0,2861
0,2861;0,2500;0,2857
0,2861;0,2464;0,2853
0,2889;0,2464;0,2832
0,2889;0,2429;0,2831
0,3139;0,2429;0,2782
0,3139;0,2393;0,2779
0,3222;0,2393;0,2763
0,3222;0,2321;0,2756
0,3306;0,2321;0,2745
0,3306;0,2286;0,2742
0,3333;0,2286;0,2740
0,3333;0,2250;0,2736
0,3361;0,2250;0,2727
0,3361;0,2179;0,2703
0,3389;0,2179;0,2695
0,3389;0,2107;0,2664
0,3500;0,2107;0,2654
0,3500;0,2071;0,2642
0,3694;0,2071;0,2596
0,3694;0,2000;0,2568
0,3722;0,2000;0,2566
0,3722;0,1964;0,2563
0,3778;0,1964;0,2536
0,3778;0,1929;0,2532
0,3833;0,1929;0,2481
0,3833;0,1893;0,2477
0,3917;0,1893;0,2475
0,3917;0,1857;0,2474
0,3944;0,1857;0,2473
0,3944;0,1821;0,2473
0,4083;0,1821;0,2434
0,4083;0,1786;0,2422
0,4111;0,1786;0,2421
0,4111;0,1714;0,2394
0,4444;0,1714;0,2363
0,4444;0,1643;0,2360
0,4472;0,1643;0,2346
0,4472;0,1607;0,2330
0,4806;0,1607;0,2267
0,4806;0,1571;0,2265
0,4889;0,1571;0,2254
0,4889;0,1536;0,2252
0,5028;0,1536;0,2224
0,5028;0,1500;0,2204
0,5056;0,1500;0,2202
0,5056;0,1464;0,2201
0,5111;0,1464;0,2200
0,5111;0,1429;0,2199
0,5167;0,1429;0,2197
0,5167;0,1393;0,2193
0,5222;0,1393;0,2176
0,5222;0,1357;0,2171
0,5556;0,1357;0,2124
0,5556;0,1321;0,2120
0,5583;0,1321;0,2108
0,5583;0,1286;0,2102
0,5694;0,1286;0,2088
0,5694;0,1250;0,2087
0,5806;0,1250;0,2067
0,5806;0,1214;0,2063
0,6083;0,1214;0,2016
0,6083;0,1107;0,1981
0,6250;0,1107;0,1977
0,6250;0,1071;0,1976
0,6389;0,1071;0,1974
0,6389;0,1036;0,1974
0,6444;0,1036;0,1930
0,6444;0,0964;0,1930
0,6806;0,0964;0,1883
0,6806;0,0929;0,1881
0,6944;0,0929;0,1831
0,6944;0,0857;0,1819
0,7028;0,0857;0,1806
0,7028;0,0786;0,1799
0,7167;0,0786;0,1769
0,7167;0,0750;0,1765
0,7194;0,0750;0,1765
0,7194;0,0714;0,1762
0,7472;0,0714;0,1708
0,7472;0,0679;0,1705
0,7611;0,0679;0,1651
0,7611;0,0643;0,1648
0,7722;0,0643;0,1617
0,7722;0,0607;0,1611
0,7778;0,0607;0,1597
0,7778;0,0536;0,1561
0,7833;0,0536;0,1523
0,7833;0,0500;0,1523
0,8056;0,0500;0,1505
0,8056;0,0464;0,1503
0,8306;0,0464;0,1447
0,8306;0,0429;0,1444
0,8444;0,0429;0,1414
0,8444;0,0357;0,1413
0,8611;0,0357;0,1360
0,8611;0,0321;0,1351
0,8750;0,0321;0,1278
0,8750;0,0286;0,1270
0,9194;0,0286;0,1138
0,9194;0,0250;0,1136
0,9222;0,0250;0,1132
0,9222;0,0214;0,1103
0,9250;0,0214;0,1098
0,9250;0,0179;0,1063
0,9278;0,0179;0,1057
0,9278;0,0143;0,1054
0,9333;0,0143;0,1049
0,9333;0,0107;0,1025
0,9500;0,0107;0,0929
0,9500;0,0071;0,0928
0,9944;0,0071;0,0521
0,9944;0,0000;0,0301
1,0000;0,0000;0,0000
1,0000;0,0000;0,0000
1,0000;0,0000;0,0000
