Features:; Ratha1995MinutiaeExtractor_Ratha1995OrImgExtractor.qyw
Average match time(ms):; 9,68438
EER(%):; 30,536
FMR100(%):; 63,214
FMR1000(%):; 80,000
ZeroFmr(%):; 80,000
Matcher:;QYW
0,2361;0,3357;0,2907
0,2389;0,3357;0,2901
0,2389;0,3321;0,2898
0,2444;0,3321;0,2884
0,2444;0,3286;0,2876
0,2500;0,3286;0,2867
0,2500;0,3214;0,2835
0,2667;0,3214;0,2785
0,2667;0,3179;0,2774
0,2917;0,3179;0,2700
0,2917;0,3143;0,2700
0,3000;0,3143;0,2699
0,3000;0,3107;0,2699
0,3167;0,3107;0,2646
0,3167;0,3071;0,2638
0,3194;0,3071;0,2625
0,3194;0,3036;0,2616
0,3250;0,3036;0,2610
0,3250;0,3000;0,2601
0,3333;0,3000;0,2592
0,3333;0,2964;0,2589
0,3361;0,2964;0,2585
0,3361;0,2929;0,2584
0,3472;0,2929;0,2556
0,3472;0,2893;0,2552
0,3639;0,2893;0,2484
0,3639;0,2857;0,2483
0,3667;0,2857;0,2482
0,3667;0,2821;0,2482
0,3722;0,2821;0,2480
0,3722;0,2714;0,2476
0,3750;0,2714;0,2475
0,3750;0,2643;0,2475
0,3917;0,2643;0,2471
0,3917;0,2607;0,2471
0,3944;0,2607;0,2469
0,3944;0,2571;0,2432
0,3972;0,2571;0,2417
0,3972;0,2536;0,2416
0,4056;0,2536;0,2385
0,4056;0,2500;0,2384
0,4083;0,2500;0,2381
0,4083;0,2464;0,2372
0,4139;0,2464;0,2363
0,4139;0,2429;0,2356
0,4167;0,2429;0,2355
0,4167;0,2393;0,2351
0,4222;0,2393;0,2346
0,4222;0,2357;0,2344
0,4306;0,2357;0,2328
0,4306;0,2321;0,2324
0,4361;0,2321;0,2309
0,4361;0,2286;0,2301
0,4417;0,2286;0,2289
0,4417;0,2179;0,2287
0,4472;0,2179;0,2284
0,4472;0,2143;0,2284
0,4528;0,2143;0,2277
0,4528;0,2107;0,2271
0,4583;0,2107;0,2240
0,4583;0,2036;0,2237
0,4694;0,2036;0,2201
0,4694;0,2000;0,2201
0,4750;0,2000;0,2199
0,4750;0,1964;0,2197
0,4917;0,1964;0,2152
0,4917;0,1929;0,2151
0,5000;0,1929;0,2137
0,5000;0,1821;0,2124
0,5083;0,1821;0,2104
0,5083;0,1786;0,2093
0,5111;0,1786;0,2089
0,5111;0,1750;0,2081
0,5194;0,1750;0,2054
0,5194;0,1714;0,2046
0,5306;0,1714;0,2033
0,5306;0,1679;0,2022
0,5333;0,1679;0,1990
0,5333;0,1643;0,1990
0,5528;0,1643;0,1982
0,5528;0,1571;0,1980
0,5722;0,1571;0,1978
0,5722;0,1464;0,1937
0,5750;0,1464;0,1935
0,5750;0,1429;0,1929
0,6000;0,1429;0,1898
0,6000;0,1393;0,1894
0,6028;0,1393;0,1894
0,6028;0,1357;0,1891
0,6167;0,1357;0,1882
0,6167;0,1321;0,1881
0,6194;0,1321;0,1879
0,6194;0,1286;0,1878
0,6472;0,1286;0,1854
0,6472;0,1214;0,1837
0,6500;0,1214;0,1829
0,6500;0,1179;0,1822
0,6611;0,1179;0,1793
0,6611;0,1143;0,1782
0,6667;0,1143;0,1775
0,6667;0,1107;0,1772
0,6806;0,1107;0,1731
0,6806;0,1036;0,1724
0,6833;0,1036;0,1715
0,6833;0,1000;0,1715
0,6861;0,1000;0,1711
0,6861;0,0964;0,1710
0,7139;0,0964;0,1650
0,7139;0,0929;0,1649
0,7194;0,0929;0,1616
0,7194;0,0893;0,1588
0,7250;0,0893;0,1581
0,7250;0,0857;0,1564
0,7472;0,0857;0,1505
0,7472;0,0821;0,1498
0,7528;0,0821;0,1488
0,7528;0,0786;0,1486
0,7583;0,0786;0,1482
0,7583;0,0750;0,1469
0,7722;0,0750;0,1414
0,7722;0,0714;0,1414
0,7750;0,0714;0,1413
0,7750;0,0679;0,1411
0,7833;0,0679;0,1364
0,7833;0,0643;0,1329
0,7972;0,0643;0,1302
0,7972;0,0607;0,1295
0,8000;0,0607;0,1293
0,8000;0,0571;0,1290
0,8167;0,0571;0,1239
0,8167;0,0500;0,1238
0,8222;0,0500;0,1237
0,8222;0,0464;0,1236
0,8500;0,0464;0,1165
0,8500;0,0429;0,1142
0,9139;0,0429;0,0957
0,9139;0,0393;0,0946
0,9333;0,0393;0,0903
0,9333;0,0357;0,0902
0,9667;0,0357;0,0664
0,9667;0,0321;0,0621
0,9722;0,0321;0,0538
0,9722;0,0250;0,0498
1,0000;0,0250;0,0000
1,0000;0,0000;0,0000
1,0000;0,0000;0,0000
1,0000;0,0000;0,0000
